,restaurant,url,distance,star,num_reviews,city,price_range,category_1,category_2
814,Le Taj,https://www.doordash.com/store/630240/?pickup=false,23.0,4.5,489.0,Montreal,$$,Seafood,Naan
815,Cote St-Luc BBQ,https://www.doordash.com/store/872670/?pickup=false,28.0,4.6,880.0,Montreal,$$,Canadian,Dessert
816,Chez Hailar,https://www.doordash.com/store/714908/?pickup=false,27.0,4.4,550.0,Montreal,$$,Sandwiches,Pizza
817,Restaurant Sesame Atwater,https://www.doordash.com/store/630111/?pickup=false,27.0,4.5,690.0,Montreal,$$,Asian Fusion,Poke
818,Dirty Dogs,https://www.doordash.com/store/763985/?pickup=false,18.0,4.5,366.0,Montreal,$$,Poutineries,Burgers
819,ÔFour,https://www.doordash.com/store/23150104/?pickup=false,23.0,4.6,60.0,Montreal,$$,Steak,Sandwiches
820,Jano Grillades (poulet portugais),https://www.doordash.com/store/748293/?pickup=false,27.0,4.6,630.0,Montreal,$$,Portuguese,Alcohol
821,Chung Chun Kogo Coreen,https://www.doordash.com/store/1274627/?pickup=false,15.0,4.5,369.0,Montreal,$$,Korean,Hot Dogs
822,La Cantina,https://www.doordash.com/store/800782/?pickup=false,16.0,4.5,163.0,Montreal,$$,Mexican,Tacos
823,TSUJIRI Montreal,https://www.doordash.com/store/887531/?pickup=false,16.0,4.8,235.0,Montreal,$$,Japanese,Cakes
824,Medusa Restaurant,https://www.doordash.com/store/748219/?pickup=false,17.0,4.6,60.0,Montreal,$$,Italian,Pizza
825,Quesada Burritos & Tacos,https://www.doordash.com/store/779219/?pickup=false,29.0,4.2,2100.0,Montreal,$,Mexican,Tacos
826,Wok To Go,https://www.doordash.com/store/714880/?pickup=false,18.0,4.4,258.0,Montreal,$$,Chinese,Chicken
827,Brigade Neapolitan Pizza,https://www.doordash.com/store/629839/?pickup=false,20.0,4.4,443.0,Montreal,$$,Pizza,Sandwiches
828,Shuyi Tealicious,https://www.doordash.com/store/2642616/?pickup=false,17.0,4.6,115.0,Montreal,$$,Chinese,Milk Tea
829,Ben & Jerry's,https://www.doordash.com/store/714267/?pickup=false,18.0,4.6,40.0,Montreal,$$,Ice Cream,Milk Shakes
830,Restaurant Végo,https://www.doordash.com/store/1119920/?pickup=false,26.0,4.6,168.0,Montreal,$$,Sandwiches,Salads
831,Ichifuku,https://www.doordash.com/store/629690/?pickup=false,17.0,4.5,377.0,Montreal,$$,Japanese,Noodles
832,Cafe Cantina,https://www.doordash.com/store/818057/?pickup=false,25.0,4.6,304.0,Montreal,$$,Mexican,Burritos
833,Restaurant La capital,https://www.doordash.com/store/898482/?pickup=false,27.0,4.5,271.0,Montreal,$$,Mexican,Quesadillas
834,Vago,https://www.doordash.com/store/630201/?pickup=false,18.0,4.5,113.0,Montreal,$$,Italian,Seafood
835,Rockaberry,https://www.doordash.com/store/714740/?pickup=false,24.0,4.7,960.0,Montreal,$$,Pie,Alcohol
836,Felix &Norton,https://www.doordash.com/store/1050541/?pickup=false,28.0,4.6,282.0,Montreal,$$,Dessert,Ice Cream
837,Koa Lua,https://www.doordash.com/store/714448/?pickup=false,19.0,4.8,168.0,Montreal,$$,Hawaiian,Poke
838,Tejano BBQ Burrito (Vieux Montréal),https://www.doordash.com/store/1046542/?pickup=false,25.0,4.6,335.0,Montreal,$$,Mexican,Burritos
839,Abrakababra,https://www.doordash.com/store/1715204/?pickup=false,29.0,4.6,462.0,Montreal,$$,Mediterranean,Lebanese
840,Restaurant Burger Bros,https://www.doordash.com/store/927969/?pickup=false,30.0,4.6,810.0,Montreal,$$,Burgers,Dessert
841,Shawarma Habibi,https://www.doordash.com/store/783266/?pickup=false,25.0,4.5,510.0,Montreal,$,Mediterranean,Lebanese
842,Sansalizza,https://www.doordash.com/store/757334/?pickup=false,21.0,3.7,75.0,Montreal,$,Pizza,Sandwiches
843,PhoBo,https://www.doordash.com/store/2357824/?pickup=false,16.0,4.5,120.0,Montreal,$$,Soup,Salads
844,Monteiro Grillades Portugaises,https://www.doordash.com/store/639578/?pickup=false,30.0,4.2,990.0,Montreal,$$,Portuguese,Chicken
845,Star Of India Restaurant,https://www.doordash.com/store/630262/?pickup=false,20.0,4.5,110.0,Montreal,$$,Indian,Chicken
846,La Maison Du Bulgogi,https://www.doordash.com/store/802823/?pickup=false,21.0,4.5,970.0,Montreal,$$,Soup,Noodles
847,Provision Cote des Neiges,https://www.doordash.com/convenience/store/1374852/?pickup=false,18.0,4.6,136.0,Montreal,$$,Everyday Essentials,Convenience
848,DonDonYa,https://www.doordash.com/store/2441437/?pickup=false,16.0,4.6,70.0,Montreal,$$,Japanese,Soup
849,Okane Sushi Bar,https://www.doordash.com/store/714591/?pickup=false,27.0,4.7,249.0,Montreal,$$,Japanese,Sushi
850,Ho Lee Chix,https://www.doordash.com/store/911634/?pickup=false,24.0,4.2,351.0,Montreal,$$,Fast Food,Chicken
851,Singh's Indian Cuisine (Boul Saint Laurent),https://www.doordash.com/store/1004859/?pickup=false,30.0,4.3,323.0,Montreal,$$,Indian,Chicken
852,CoCo Fresh Tea & Juice,https://www.doordash.com/store/1351831/?pickup=false,16.0,4.8,760.0,Montreal,$$,Milk Tea,Bubble Tea
853,Sophie Sucrée,https://www.doordash.com/store/905263/?pickup=false,23.0,4.8,342.0,Montreal,$$,Vegan,Cupcakes
854,Ichiraku Kawaki,https://www.doordash.com/store/721561/?pickup=false,26.0,4.4,118.0,Montreal,$$,Japanese,Sushi
855,Dunn's Famous Express,https://www.doordash.com/store/939329/?pickup=false,20.0,4.3,580.0,Montreal,$$,Poutineries,Pizza
856,3 Brasseurs,https://www.doordash.com/store/937187/?pickup=false,18.0,4.2,222.0,Montreal,$$,Poutineries,Pizza
857,QingHua Dumpling (Maisonneuve),https://www.doordash.com/store/630110/?pickup=false,23.0,4.7,426.0,Montreal,$$,Chinese,Dumplings
858,Restaurant Delicieux,https://www.doordash.com/store/629784/?pickup=false,27.0,4.4,690.0,Montreal,$$,Szechuan,Cantonese
859,Banditos Burritos,https://www.doordash.com/store/1257244/?pickup=false,26.0,4.3,377.0,Montreal,$$,Bowls,Burritos
860,La Popessa,https://www.doordash.com/store/747967/?pickup=false,20.0,4.0,35.0,Montreal,$$,Italian,Pizza
861,Deli Lesters,https://www.doordash.com/store/630158/?pickup=false,26.0,4.7,235.0,Montreal,$$,Deli,Sandwiches
862,Nouilles Zhonghua,https://www.doordash.com/store/748242/?pickup=false,19.0,4.8,237.0,Montreal,$,Chinese,Noodles
863,Hang Time Pizza,https://www.doordash.com/store/2304696/?pickup=false,23.0,4.4,198.0,Montreal,$$,American,Pizza
864,Yifang Taiwan Fruit Tea,https://www.doordash.com/store/2208200/?pickup=false,18.0,4.6,117.0,Montreal,$$,Taiwanese,Fruit Tea
865,Hazukido,https://www.doordash.com/store/2815281/?pickup=false,18.0,4.7,69.0,Montreal,$$,Dessert,Coffee
866,Wrap Kings,https://www.doordash.com/store/753745/?pickup=false,21.0,4.5,210.0,Montreal,$$,Fast Food,Wraps
867,Le Bay Ca Phe,https://www.doordash.com/store/719002/?pickup=false,29.0,4.7,479.0,Montreal,$$,Vietnamese,Pho
868,Petit Poisson Dumpling,https://www.doordash.com/store/1586935/?pickup=false,18.0,4.7,55.0,Montreal,$$,Dumplings,Frozen Food
869,Abe & Mary's,https://www.doordash.com/store/674336/?pickup=false,25.0,4.5,149.0,Montreal,$$,Cafe,Salads
870,Lloydie's,https://www.doordash.com/store/1081679/?pickup=false,28.0,4.6,470.0,Montreal,$$,Caribbean,Poutineries
871,M4 Burrito (Rue St-Denis),https://www.doordash.com/store/783030/?pickup=false,22.0,4.5,56.0,Montreal,$$,Mexican,Burritos
872,3 Amigos,https://www.doordash.com/store/1285716/?pickup=false,30.0,4.4,1400.0,Montreal,$$,Mexican,Alcohol
873,World Tea House 世界茶饮,https://www.doordash.com/store/23084187/?pickup=false,20.0,4.8,24.0,Montreal,$$,Fruit Tea,Green Tea
874,Bistro CO UT,https://www.doordash.com/store/714273/?pickup=false,30.0,4.6,161.0,Montreal,$$,Vietnamese,Noodles
875,Pizza Saint Henri,https://www.doordash.com/store/1710167/?pickup=false,29.0,4.5,274.0,Montreal,$$,Italian,Pizza
876,Vua,https://www.doordash.com/store/819367/?pickup=false,26.0,4.3,341.0,Montreal,$$,Sandwiches,Banh Mi
877,Restaurant Pho Maisonneuve,https://www.doordash.com/store/762158/?pickup=false,28.0,4.5,213.0,Montreal,$$,Vietnamese,Soup
878,Restaurant Santa Lucia,https://www.doordash.com/store/970838/?pickup=false,24.0,4.5,312.0,Montreal,$$,Italian,Pizza
879,Mclean's Pub,https://www.doordash.com/store/714539/?pickup=false,16.0,4.0,,Montreal,$$,Pizza,Chicken Wings
880,Pho Bac 97 (Boul St-Laurent),https://www.doordash.com/store/954771/?pickup=false,23.0,4.6,250.0,Montreal,$$,Vietnamese,Soup
881,COQCOR,https://www.doordash.com/store/2039191/?pickup=false,20.0,4.6,174.0,Montreal,$$,Korean,Snacks
882,Bowhead Pub,https://www.doordash.com/store/749768/?pickup=false,29.0,4.6,151.0,Montreal,$$,Vegan,Burgers
883,Mysore La Express,https://www.doordash.com/store/877208/?pickup=false,26.0,4.6,160.0,Montreal,$$,Halal,Indian
884,Eko Sushi,https://www.doordash.com/store/1665357/?pickup=false,26.0,4.7,359.0,Montreal,$$$,Japanese,Sushi
885,Olivia's Authentic Chicken,https://www.doordash.com/store/22964530/?pickup=false,20.0,4.5,33.0,Montreal,$$,Chicken,Fried Chicken
886,Takara,https://www.doordash.com/store/1212473/?pickup=false,18.0,3.9,17.0,Montreal,$$,Japanese,Sushi
887,Coco Rico,https://www.doordash.com/store/1387304/?pickup=false,25.0,4.6,317.0,Montreal,$,Portuguese,Chicken
888,La Cage,https://www.doordash.com/store/838635/?pickup=false,22.0,4.3,183.0,Montreal,$$,Brasseries,Alcohol
889,Nos Thes,https://www.doordash.com/store/629797/?pickup=false,30.0,4.7,1100.0,Montreal,$$,Japanese,Milk Tea
890,L'appétissant Sichuan,https://www.doordash.com/store/2907550/?pickup=false,20.0,5.0,,Montreal,$$,Chinese,Hot Pot
891,Kinton Ramen Canada,https://www.doordash.com/store/698682/?pickup=false,18.0,4.6,446.0,Montreal,$$,Ramen,Japanese
892,Arahova Souvlaki Saint Viateur,https://www.doordash.com/store/629873/?pickup=false,27.0,4.2,247.0,Montreal,$$,Greek,Dessert
893,YUMI,https://www.doordash.com/store/23058100/?pickup=false,16.0,3.6,15.0,Montreal,$$,Hot Dogs,Fried Chicken Sandwich
894,YUMI,https://www.doordash.com/store/23058100/?pickup=false,16.0,3.6,15.0,Montreal,$$,Hot Dogs,Fried Chicken Sandwich
895,Restaurant Shi Tang,https://www.doordash.com/store/1712284/?pickup=false,17.0,4.7,20.0,Montreal,$$,Chinese,Vegetarian
896,Montreal Pool Room,https://www.doordash.com/store/1304339/?pickup=false,27.0,4.5,402.0,Montreal,$$,Burgers,Poutineries
897,Hansang,https://www.doordash.com/store/630192/?pickup=false,30.0,4.8,428.0,Montreal,$$,Korean,Bibimpap
898,Sushi Inbox,https://www.doordash.com/store/1357428/?pickup=false,19.0,4.6,32.0,Montreal,$$,Japanese,Asian
899,Bhandari Cuisine Indienne,https://www.doordash.com/store/852779/?pickup=false,30.0,4.5,510.0,Montreal,$$,Indian,Vegetarian
900,Bombay Mahal Express-,https://www.doordash.com/store/1152980/?pickup=false,30.0,4.6,494.0,Montreal,$$,Indian,Vegetarian
901,Restaurant Chez Nick,https://www.doordash.com/store/629732/?pickup=false,26.0,4.6,184.0,Montreal,$$,Breakfast,Sandwiches
902,Mizan gourmet,https://www.doordash.com/convenience/store/1351829/?pickup=false,20.0,4.1,180.0,Montreal,$$,Convenience,Grocery
903,Yin Ji,https://www.doordash.com/store/1644900/?pickup=false,25.0,4.8,208.0,Montreal,$$,Congee,Dumplings
904,Chef Lee,https://www.doordash.com/store/1201353/?pickup=false,22.0,4.6,31.0,Montreal,$$,Chinese,Soup
905,Pizza Pizza,https://www.doordash.com/store/1339268/?pickup=false,23.0,4.3,720.0,Montreal,$$,Italian,Pizza
906,Restaurant Nippon (E 52nd St),https://www.doordash.com/store/1123769/?pickup=false,22.0,4.7,142.0,Montreal,$$,Japanese,Sushi
907,Centrale Bergham,https://www.doordash.com/store/1461222/?pickup=false,17.0,4.1,258.0,Montreal,$$,Poutineries,Sandwiches
908,Chez Bong,https://www.doordash.com/store/1136487/?pickup=false,19.0,4.6,141.0,Montreal,$$,Korean,Noodles
909,Royal Snacks,https://www.doordash.com/convenience/store/1098332/?pickup=false,22.0,4.3,172.0,Montreal,$$,Convenience,Alcohol
910,New System Bar BQ,https://www.doordash.com/store/984865/?pickup=false,27.0,4.4,481.0,Montreal,$$,Italian,Greek
911,Mr. Gao China Restaurant 高老庄,https://www.doordash.com/store/652468/?pickup=false,29.0,4.3,26.0,Montreal,$$,Chinese,Fried Rice
912,Café casa de pastel,https://www.doordash.com/store/2125350/?pickup=false,30.0,4.7,172.0,Montreal,$$,Cafe,Sweets
913,Burger Bar,https://www.doordash.com/store/714291/?pickup=false,23.0,4.6,323.0,Montreal,$$,Burgers,Chicken Wings
914,Hot Star Large Fried Chicken 豪大大鸡排（Quebec),https://www.doordash.com/store/2571552/?pickup=false,24.0,4.7,102.0,Montreal,$$,French,Chinese
915,I am Pho Côte-Des-Neiges,https://www.doordash.com/store/1825838/?pickup=false,27.0,4.7,297.0,Montreal,$$,Pho,Vermicelli
916,Bird Bar,https://www.doordash.com/store/714277/?pickup=false,25.0,4.6,208.0,Montreal,$$,Brunch,Salads
917,Brotelli Pasta Bar,https://www.doordash.com/store/739810/?pickup=false,19.0,4.7,52.0,Montreal,$$,Italian,Dessert
918,Restaurant Chillax,https://www.doordash.com/store/2223651/?pickup=false,23.0,4.7,202.0,Montreal,$$,Japanese,Poke
919,Cafe et Crêpe,https://www.doordash.com/store/758884/?pickup=false,19.0,4.3,34.0,Montreal,$$,Sandwiches,Creperies
920,Milton B,https://www.doordash.com/store/714545/?pickup=false,24.0,4.4,312.0,Montreal,$$,Cafe,Breakfast
921,Ugo Pizzeria,https://www.doordash.com/store/1877434/?pickup=false,21.0,3.8,,Montreal,$$,Cafe,Alcohol
922,Yifang Fruit Tea Chinatown Montreal,https://www.doordash.com/store/2632396/?pickup=false,23.0,4.0,,Montreal,$$,Chinese,Fruit Tea
923,Columbus Café,https://www.doordash.com/store/2455514/?pickup=false,19.0,4.5,15.0,Montreal,$$,Cafe,Sandwiches
924,Asoo restaurant,https://www.doordash.com/store/1853192/?pickup=false,19.0,4.0,,Montreal,$$,Salads,Dessert
925,Chez Maxim Oriental,https://www.doordash.com/store/714324/?pickup=false,26.0,3.9,29.0,Montreal,$$,Chinese,Soup
926,Tipsy Cow,https://www.doordash.com/store/692062/?pickup=false,27.0,4.4,116.0,Montreal,$,Burgers,Wraps
927,Resto Séoul,https://www.doordash.com/store/695724/?pickup=false,28.0,4.6,109.0,Montreal,$$,Korean,
928,Tampopo,https://www.doordash.com/store/629851/?pickup=false,30.0,4.3,259.0,Montreal,$$,Salads,Soup
929,Mr. Puffs,https://www.doordash.com/store/23004245/?pickup=false,17.0,4.7,122.0,Montreal,$$,Bakery,Cafe
930,Kabiga Thé (St Catherine Ouest),https://www.doordash.com/store/1000684/?pickup=false,21.0,4.8,125.0,Montreal,$$,Bubble Tea,Milk Tea
931,McGill pizza enr,https://www.doordash.com/store/995491/?pickup=false,19.0,4.4,43.0,Montreal,$$,Italian,Pizza
932,Da Giovanni,https://www.doordash.com/store/1521619/?pickup=false,22.0,4.6,28.0,Montreal,$$,Italian,Pizza
933,Fisshu,https://www.doordash.com/store/1339295/?pickup=false,25.0,4.4,810.0,Montreal,$$,Japanese,Sushi
934,Station Berlin,https://www.doordash.com/store/720863/?pickup=false,29.0,4.4,132.0,Montreal,$,German,Poutineries
935,Second Pizza,https://www.doordash.com/store/1606711/?pickup=false,21.0,4.4,,Montreal,$$,Italian,Pizza
936,La Baguette Farcie (Rue Saint-Louis),https://www.doordash.com/store/1169905/?pickup=false,26.0,4.4,304.0,Montreal,$$,Italian,Pizza
937,RESTAURANT ARTIGIANI,https://www.doordash.com/store/630218/?pickup=false,25.0,4.3,104.0,Montreal,$$,Italian,Pizza
938,Restaurant Copoli 2,https://www.doordash.com/store/680451/?pickup=false,25.0,3.5,46.0,Montreal,$$,Italian,Pizza
939,Lakshana's Chettinad Indian Restaurant,https://www.doordash.com/store/1692285/?pickup=false,24.0,4.2,156.0,Montreal,$$,Indian,Curry
940,Pizzeria Moretti,https://www.doordash.com/store/1749236/?pickup=false,21.0,3.6,,Montreal,$$,Italian,Pizza
941,Maynard,https://www.doordash.com/store/1002894/?pickup=false,28.0,4.6,426.0,Montreal,$$,Cafe,Sandwiches
942,Flat Belly Deli Halal,https://www.doordash.com/store/23362147/?pickup=false,19.0,4.0,,Montreal,$$,Hot Dogs,Deli
943,Saint-Houblon Quartier Latin,https://www.doordash.com/store/894282/?pickup=false,29.0,4.2,38.0,Montreal,$$,Poutineries,Dessert
944,Couche-Tard,https://www.doordash.com/convenience/store/1343959/?pickup=false,14.0,4.0,28.0,Montreal,$$,Breakfast,Sandwiches
945,Madina Supermaket,https://www.doordash.com/convenience/store/1509154/?pickup=false,24.0,4.3,140.0,Montreal,$$,Grocery,Convenience
946,Cacao 70,https://www.doordash.com/store/2837799/?pickup=false,26.0,4.5,68.0,Montreal,$$,Cafe,Fondue
947,Kafe Kafta,https://www.doordash.com/store/970980/?pickup=false,27.0,4.4,24.0,Montreal,$$,Salads,Poutineries
948,Chatime Chinatown,https://www.doordash.com/store/1438218/?pickup=false,21.0,4.3,30.0,Montreal,$$,Bubble Tea,Milk Tea
949,La Belle Et La Boeuf,https://www.doordash.com/store/640506/?pickup=false,30.0,4.2,242.0,Montreal,$$,Burgers,Poutineries
950,Good Reason,https://www.doordash.com/store/1635262/?pickup=false,24.0,4.6,205.0,Montreal,$$,Burgers,Dessert
951,Boom J`S Cuisine,https://www.doordash.com/store/708104/?pickup=false,29.0,4.5,760.0,Montreal,$$,Jamaican,Chicken
952,Roasters Rotisseries & Bar,https://www.doordash.com/store/636014/?pickup=false,30.0,4.3,88.0,Montreal,$$,Burgers,Bar and Grill
953,L'Academie (Crescent),https://www.doordash.com/store/718993/?pickup=false,25.0,4.2,106.0,Montreal,$$,Seafood,Fries
954,Escondite Vieux Montréal,https://www.doordash.com/store/957461/?pickup=false,28.0,4.6,318.0,Montreal,$$,Mexican,Tacos
955,Chez-Devi,https://www.doordash.com/store/702934/?pickup=false,27.0,4.3,453.0,Montreal,$$,Indian,Vegetarian
956,Royal Biryani Restaurant,https://www.doordash.com/store/1172096/?pickup=false,21.0,3.9,54.0,Montreal,$$,Indian,Curry
957,Spicy Noodle Express,https://www.doordash.com/store/1224775/?pickup=false,27.0,4.3,153.0,Montreal,$$,Chinese,Chicken
958,Rumi,https://www.doordash.com/store/629945/?pickup=false,26.0,4.2,68.0,Montreal,$$,Middle Eastern,Dessert
959,Restaurant Shanghai Grill (Rue Sainte-Catherine O),https://www.doordash.com/store/630107/?pickup=false,25.0,4.3,47.0,Montreal,$$,Chinese,Seafood
960,Lotus Plus - Centre des mets chinois à Montréal,https://www.doordash.com/store/1213038/?pickup=false,30.0,4.5,510.0,Montreal,$$,Fried Rice,Noodles
961,Jardin Du Cerf,https://www.doordash.com/store/1321774/?pickup=false,22.0,4.9,10.0,Montreal,$$,Seafood,Noodles
962,Chez anna,https://www.doordash.com/store/1333254/?pickup=false,28.0,4.8,52.0,Montreal,$$,Hearty,Salads
963,Tim Hortons,https://www.doordash.com/store/1042379/?pickup=false,17.0,3.7,69.0,Montreal,$$,Canadian,Sandwiches
964,Casina,https://www.doordash.com/store/1416719/?pickup=false,29.0,4.6,273.0,Montreal,$$,Italian,Sandwiches
965,Sho-Dan,https://www.doordash.com/store/630135/?pickup=false,24.0,4.8,56.0,Montreal,$$,Sushi,Japanese
966,La Belle Corée,https://www.doordash.com/store/1100639/?pickup=false,29.0,4.3,198.0,Montreal,$$,Korean,Bibimpap
967,Venice,https://www.doordash.com/store/714874/?pickup=false,27.0,4.7,222.0,Montreal,$$,Burgers,Poke
968,Make a Shake,https://www.doordash.com/store/1659151/?pickup=false,23.0,4.2,31.0,Montreal,$$,Dessert,Sweets
969,Pizza City,https://www.doordash.com/store/708060/?pickup=false,28.0,3.9,106.0,Montreal,$$,Pizza,Poutineries
970,Pub Lord William,https://www.doordash.com/store/714662/?pickup=false,26.0,4.6,34.0,Montreal,$$,Sandwiches,Sweet Potato Fries
971,Restaurant les Traditions Mediterranean,https://www.doordash.com/store/1334538/?pickup=false,25.0,4.6,138.0,Montreal,$$,Mediterranean,Sandwiches
972,Mai Xiang Yuan Dumpling,https://www.doordash.com/store/629842/?pickup=false,26.0,4.6,113.0,Montreal,$$,Chinese,Dumplings
973,UNIBURGER,https://www.doordash.com/store/1736951/?pickup=false,29.0,4.5,232.0,Montreal,$$,Burgers,
974,Bistro Thanjai,https://www.doordash.com/store/877467/?pickup=false,25.0,4.3,670.0,Montreal,$$,Indian,Dessert
975,Nouilles Lacai 1966,https://www.doordash.com/store/698668/?pickup=false,25.0,4.6,118.0,Montreal,$$,Vietnamese,Vermicelli
976,Green Gazoline Burger,https://www.doordash.com/store/23095005/?pickup=false,25.0,4.4,15.0,Montreal,$$,Milk Shakes,Bowls
977,Resto Pho Cali,https://www.doordash.com/store/2401945/?pickup=false,21.0,4.5,73.0,Montreal,$$,Vietnamese,Soup
978,Dagwoods,https://www.doordash.com/store/2605092/?pickup=false,29.0,4.6,82.0,Montreal,$$,Sandwiches,Salads
979,Nagoya Sushi,https://www.doordash.com/store/1009293/?pickup=false,26.0,4.5,53.0,Montreal,$$,Japanese,Sushi
980,Bello,https://www.doordash.com/store/630243/?pickup=false,26.0,4.7,39.0,Montreal,$$,Italian,Dessert
981,Napoli Pizzeria,https://www.doordash.com/store/714574/?pickup=false,26.0,4.3,180.0,Montreal,$$,Italian,Pizza
982,Pizza Bella,https://www.doordash.com/store/1171989/?pickup=false,24.0,4.1,97.0,Montreal,$,Pizza,Chicken
983,Restaurant Chez Chen,https://www.doordash.com/store/629710/?pickup=false,29.0,4.6,42.0,Montreal,$$,Chinese,Seafood
984,Le Poke Station,https://www.doordash.com/store/2382012/?pickup=false,23.0,4.8,218.0,Montreal,$$,Poke,Tempura
985,Station Berlin,https://www.doordash.com/store/1509206/?pickup=false,28.0,4.3,150.0,Montreal,$$,German,Schnitzel
986,Vargas Steakhouse,https://www.doordash.com/store/966204/?pickup=false,29.0,4.4,110.0,Montreal,$$,Seafood,Salads
987,Sésame,https://www.doordash.com/store/1164014/?pickup=false,25.0,4.4,72.0,Montreal,$$,Vegetarian,Dumplings
